Time,Forecasted Price
2022-09-11 16:00:00,21521.954245606285
2022-09-11 20:00:00,21500.76632323134
2022-09-12 00:00:00,21479.543238040143
2022-09-12 04:00:00,21458.314013309602
2022-09-12 08:00:00,21437.107486269975
2022-09-12 12:00:00,21415.953982524697
